/home/thomas/data_en_algo/Heap Sort/STUDENT1	/home/thomas/data_en_algo/Heap Sort/STUDENT2	/home/thomas/data_en_algo/Heap Sort/STUDENT1/heap.py	/home/thomas/data_en_algo/Heap Sort/STUDENT2/heap.py	ENTER def insert(self, number)	ENTER def insert(self, number)	['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '0,1', '0,2', '0,3', '0,13', '0,14', '0,10', '0,12', '1,2', '1,3', '1,5', '1,7', '1,9', '1,10', '1,12', '1,13', '1,14', '2,7', '2,9', '2,10', '2,12', '2,13', '3,4', '3,11', '4,5', '4,10', '5,6', '5,8', '5,7', '5,9', '6,7', '8,9', '10,13', '10,14', '11,12']	['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '0,7', '0,2', '0,1', '1,14', '1,2', '1,8', '1,6', '1,11', '1,4', '1,3', '2,14', '2,8', '2,6', '2,9', '2,11', '2,4', '2,3', '3,14', '3,4', '4,14', '5,14', '5,12', '6,10', '6,14', '7,9', '8,14', '8,10', '9,14', '9,13', '10,12', '11,13']
/home/thomas/data_en_algo/Heap Sort/STUDENT1	/home/thomas/data_en_algo/Heap Sort/STUDENT2	/home/thomas/data_en_algo/Heap Sort/STUDENT1/heap.py	/home/thomas/data_en_algo/Heap Sort/STUDENT2/heap.py	ENTER def insert(self, number)	ENTER def delete(self, node)	['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '0,1', '0,2', '0,3', '0,13', '0,14', '0,10', '0,12', '1,2', '1,3', '1,5', '1,7', '1,9', '1,10', '1,12', '1,13', '1,14', '2,7', '2,9', '2,10', '2,12', '2,13', '3,4', '3,11', '4,5', '4,10', '5,6', '5,8', '5,7', '5,9', '6,7', '8,9', '10,13', '10,14', '11,12']	['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '0,2', '0,13', '0,3', '0,10', '0,5', '1,9', '1,3', '1,5', '2,3', '2,13', '2,10', '3,7', '3,9', '3,11', '3,13', '3,12', '3,5', '3,6', '3,10', '3,8', '3,14', '4,7', '4,12', '4,14', '5,9', '5,11', '5,10', '6,9', '6,11', '7,8', '8,11', '9,12', '9,11', '10,13', '13,13', '13,14']
